case_date,judicial_officer,case_number
23-11-2021,Judicial Registrar Keith,S ECI 2021 01672
23-11-2021,Judicial Registrar Keith,S ECI 2021 04347
23-11-2021,Judicial Registrar Keith,S ECI 2021 03599
23-11-2021,"Deputy Prothonotary Calvitto, Deputy Prothonotary Day",S PRB 2021 10918
23-11-2021,Justice Riordan,S ECI 2021 00943
23-11-2021,Justice Nichols,S ECI 2017 00190
23-11-2021,Justice Nichols,S ECI 2019 01225
23-11-2021,Justice Delany,S ECI 2021 02968
23-11-2021,Justice Garde,S ECI 2021 00158
23-11-2021,Justice Garde,S ECI 2021 00158
23-11-2021,Justice Croft,S ECI 2021 03295
23-11-2021,Justice Croft,S ECI 2021 03295
23-11-2021,Associate Justice Gardiner,S ECI 2021 03635
23-11-2021,Judicial Registrar Caporale,S ECI 2021 02252
23-11-2021,Judicial Registrar Steffensen,S ECI 2014 00414
23-11-2021,Judicial Registrar Steffensen,S ECI 2015 00044
23-11-2021,Associate Justice Hetyey,S ECI 2021 02378
23-11-2021,Associate Justice Matthews,S ECI 2021 03892
23-11-2021,Deputy Prothonotary Genovese,S ECI 2021 02255
24-11-2021,Justice McLeish,S EAPCR 2021 0086
24-11-2021,Justice McLeish,S EAPCR 2021 0093
24-11-2021,Justice McLeish,S EAPCR 2021 0097
24-11-2021,"Justice T Forrest, Justice Emerton, Justice Walker",S EAPCR 2020 0184
24-11-2021,"Justice T Forrest, Justice Emerton, Justice Walker",S EAPCR 2020 0184
24-11-2021,"Justice Kyrou, Justice Kennedy, Justice Whelan",S EAPCI 2020 0062
24-11-2021,"Justice Kyrou, Justice Kennedy, Justice Whelan",S EAPCI 2020 0062
24-11-2021,"Justice Kyrou, Justice Kennedy, Justice Whelan",S EAPCI 2020 0063
24-11-2021,"Justice Kyrou, Justice Kennedy, Justice Whelan",S EAPCI 2020 0063
24-11-2021,Justice Beale,S ECR 2021 0316
24-11-2021,Justice Jane Dixon,S ECR 2020 0180
24-11-2021,Justice Taylor,S ECR 2020 0168
24-11-2021,Justice Tinney,S ECR 2019 0212
24-11-2021,Justice Fox,S ECR 2021 0037
24-11-2021,Justice Fox,S ECR 2021 0038
24-11-2021,Justice Coghlan,S CR 2017 0173
24-11-2021,Justice Lasry,S ECR 2020 0311
24-11-2021,Judicial Registrar Tueno,S ECR 2021 0091
24-11-2021,Justice Ginnane,S ECI 2019 03955
24-11-2021,Justice Croucher,S ECI 2020 04802
24-11-2021,Justice Incerti,S ECI 2020 03882
24-11-2021,Justice Moore,S ECI 2019 04596
24-11-2021,Justice Gorton,S CI 2018 00778
24-11-2021,Justice J Forrest,S CI 2018 01058
24-11-2021,Justice J Forrest,S ECI 2019 02426
24-11-2021,Judicial Registrar Caporale,S ECI 2021 03130
24-11-2021,Judicial Registrar Keith,S ECI 2020 04312
24-11-2021,Judicial Registrar Keith,S ECI 2021 00030
24-11-2021,Judicial Registrar Keith,S ECI 2021 03657
24-11-2021,Judicial Registrar Keith,S ECI 2021 03713
24-11-2021,Judicial Registrar Keith,S ECI 2021 03907
24-11-2021,Judicial Registrar Keith,S ECI 2021 03991
24-11-2021,Judicial Registrar Keith,S ECI 2020 02755
24-11-2021,Judicial Registrar Keith,S ECI 2020 04803
24-11-2021,Judicial Registrar Keith,S ECI 2021 00254
24-11-2021,Judicial Registrar Keith,S ECI 2021 03302
24-11-2021,Judicial Registrar Keith,S ECI 2020 04608
24-11-2021,Judicial Registrar Keith,S ECI 2021 04124
24-11-2021,Judicial Registrar Baker,S ECI 2021 01647
24-11-2021,Justice John Dixon,S CI 2012 07185
24-11-2021,Justice Nichols,S ECI 2017 00190
24-11-2021,Justice Nichols,S ECI 2019 01225
24-11-2021,Justice Stynes,S ECI 2021 02724
24-11-2021,Justice Garde,S ECI 2019 02520
24-11-2021,Associate Justice Efthim,S ECI 2021 03414
24-11-2021,Associate Justice Gardiner,S ECI 2021 03635
24-11-2021,Associate Justice Hetyey,S ECI 2021 01412
24-11-2021,Associate Justice Matthews,S ECI 2021 03498
24-11-2021,Associate Justice Matthews,S ECI 2021 04149
24-11-2021,Associate Justice Matthews,S ECI 2021 04170
24-11-2021,Associate Justice Matthews,S ECI 2021 04172
24-11-2021,Associate Justice Matthews,S ECI 2021 04186
24-11-2021,Judicial Registrar Steffensen,S ECI 2021 02845
24-11-2021,Judicial Registrar Steffensen,S ECI 2021 03650
24-11-2021,Judicial Registrar Steffensen,S ECI 2021 03662
24-11-2021,Judicial Registrar Steffensen,S ECI 2021 03700
24-11-2021,Judicial Registrar Steffensen,S ECI 2021 03818
24-11-2021,Judicial Registrar Woronczak,S ECI 2021 02799
24-11-2021,Judicial Registrar Woronczak,S ECI 2021 03085
24-11-2021,Judicial Registrar Woronczak,S ECI 2021 03223
24-11-2021,Judicial Registrar Woronczak,S ECI 2021 03865
24-11-2021,Judicial Registrar Woronczak,S ECI 2021 03871
24-11-2021,Judicial Registrar Woronczak,S ECI 2021 03875
24-11-2021,Judicial Registrar Woronczak,S ECI 2021 03878
24-11-2021,Judicial Registrar Woronczak,S ECI 2021 03883
24-11-2021,Judicial Registrar Woronczak,S ECI 2021 03893
24-11-2021,Judicial Registrar Woronczak,S ECI 2021 03920
24-11-2021,Judicial Registrar Woronczak,S ECI 2021 03921
24-11-2021,Judicial Registrar Woronczak,S ECI 2021 03926
24-11-2021,Judicial Registrar Woronczak,S ECI 2021 03933
24-11-2021,Judicial Registrar Woronczak,S ECI 2021 03943
24-11-2021,Judicial Registrar Woronczak,S ECI 2021 03953
24-11-2021,Judicial Registrar Woronczak,S ECI 2021 03955
24-11-2021,Judicial Registrar Woronczak,S ECI 2021 03956
24-11-2021,Judicial Registrar Woronczak,S ECI 2021 03967
24-11-2021,Judicial Registrar Woronczak,S ECI 2021 03980
24-11-2021,Judicial Registrar Woronczak,S ECI 2021 03983
24-11-2021,Judicial Registrar Woronczak,S ECI 2021 03621
24-11-2021,Judicial Registrar Woronczak,S ECI 2021 03790
24-11-2021,Judicial Registrar Woronczak,S ECI 2021 03922
24-11-2021,Judicial Registrar Woronczak,S ECI 2021 03923
24-11-2021,Judicial Registrar Woronczak,S ECI 2021 03969
24-11-2021,Judicial Registrar Keith,S ECI 2021 03221
24-11-2021,Judicial Registrar Conidi,S ECI 2021 03727
24-11-2021,Deputy Prothonotary Clark,S ECI 2021 01595
25-11-2021,"Justice T Forrest, Justice Emerton, Justice Walker",S EAPCR 2020 0184
25-11-2021,"Justice T Forrest, Justice Emerton, Justice Walker",S EAPCR 2020 0184
25-11-2021,Justice Hollingworth,S ECR 2021 0312
25-11-2021,Justice Croucher,S ECR 2021 0252
25-11-2021,Justice Jane Dixon,S ECR 2020 0180
25-11-2021,Justice Jane Dixon,S CR 2021 0335
25-11-2021,Justice Taylor,S ECR 2020 0168
25-11-2021,Justice Tinney,S ECR 2019 0212
25-11-2021,Justice Fox,S ECR 2021 0038
25-11-2021,Justice Coghlan,S CR 2018 0274
25-11-2021,Justice Lasry,S ECR 2020 0311
25-11-2021,Justice McDonald,S ECI 2019 03486
25-11-2021,Justice Keogh,S ECI 2020 03913
25-11-2021,Justice Keogh,S ECI 2020 04044
25-11-2021,Justice Richards,S ECI 2019 01454
25-11-2021,Justice Richards,S ECI 2021 02104
25-11-2021,Justice Gorton,S CI 2018 00778
25-11-2021,Justice O'Meara,S ECI 2021 01350
25-11-2021,Justice J Forrest,S ECI 2020 04311
25-11-2021,Judicial Registrar Keith,S ECI 2020 01825
25-11-2021,Judicial Registrar Conidi,S ECI 2021 03594
25-11-2021,Justice McDonald,S ECI 2021 01527
25-11-2021,Justice McDonald,S ECI 2021 04204
25-11-2021,Justice Connock,S ECI 2018 00998
25-11-2021,Justice Connock,S ECI 2020 01602
25-11-2021,Justice Nichols,S ECI 2017 00190
25-11-2021,Justice Nichols,S ECI 2019 01225
25-11-2021,Justice Stynes,S ECI 2020 03894
25-11-2021,Associate Justice Efthim,S ECI 2021 02311
25-11-2021,Associate Justice Hetyey,S ECI 2021 01538
25-11-2021,Associate Justice Hetyey,S ECI 2021 01796
25-11-2021,Associate Justice Matthews,S ECI 2020 02990
25-11-2021,Judicial Registrar Caporale,S CI 2018 02041
25-11-2021,Judicial Registrar Steffensen,S CI 2017 01717
25-11-2021,Judicial Registrar Steffensen,S CI 2017 03613
26-11-2021,"Justice T Forrest, Justice Emerton, Justice Walker",S EAPCR 2020 0184
26-11-2021,"Justice T Forrest, Justice Emerton, Justice Walker",S EAPCR 2020 0184
26-11-2021,Justice Niall,S ECR 2021 0135
26-11-2021,Justice Niall,S ECR 2020 0038
26-11-2021,Justice Niall,S ECR 2021 0123
26-11-2021,Justice Jane Dixon,S ECR 2020 0180
26-11-2021,Justice Taylor,S ECR 2021 0304
26-11-2021,Justice Taylor,S ECR 2020 0168
26-11-2021,Justice Lasry,S ECR 2021 0294
26-11-2021,Justice Lasry,S ECR 2021 0061
26-11-2021,Justice Lasry,S ECR 2021 0062
26-11-2021,Justice Lasry,S ECR 2021 0063
26-11-2021,Justice Lasry,S ECR 2021 0064
26-11-2021,Justice McMillan,S CI 2017 01962
26-11-2021,Justice McMillan,S ECI 2019 02867
26-11-2021,Justice McMillan,S ECI 2019 02930
26-11-2021,Justice McMillan,S ECI 2020 01749
26-11-2021,Justice Ginnane,S ECI 2021 01558
26-11-2021,Justice McDonald,S ECI 2020 03131
26-11-2021,Justice Incerti,S ECI 2020 03882
26-11-2021,Justice Moore,S ECI 2020 04100
26-11-2021,Justice Moore,S ECI 2019 00898
26-11-2021,Justice Gorton,S CI 2018 00778
26-11-2021,Justice Croft,S ECI 2020 03088
26-11-2021,Justice Croft,S ECI 2021 00008
26-11-2021,Judicial Registrar Caporale,S ECI 2020 04311
26-11-2021,Judicial Registrar Keith,S ECI 2019 03564
26-11-2021,Judicial Registrar Keith,S ECI 2019 05556
26-11-2021,Judicial Registrar Keith,S ECI 2021 00701
26-11-2021,Judicial Registrar Keith,S ECI 2021 01017
26-11-2021,Judicial Registrar Keith,S ECI 2021 01438
26-11-2021,Judicial Registrar Keith,S ECI 2021 03130
26-11-2021,Judicial Registrar Keith,S ECI 2021 03328
26-11-2021,Judicial Registrar Keith,S ECI 2021 03634
26-11-2021,Judicial Registrar Keith,S ECI 2021 04021
26-11-2021,Judicial Registrar Baker,S ECI 2019 04593
26-11-2021,Judicial Registrar Baker,S ECI 2020 00011
26-11-2021,Judicial Registrar Baker,S ECI 2020 00213
26-11-2021,Judicial Registrar Baker,S ECI 2020 00667
26-11-2021,Judicial Registrar Baker,S ECI 2020 04588
26-11-2021,Judicial Registrar Baker,S ECI 2021 00277
26-11-2021,Judicial Registrar Baker,S ECI 2021 02073
26-11-2021,Judicial Registrar Baker,S ECI 2021 02255
26-11-2021,Judicial Registrar Baker,S ECI 2020 00213
26-11-2021,Judicial Registrar Baker,S ECI 2021 02255
26-11-2021,Judicial Registrar Baker,S ECI 2021 03930
26-11-2021,Judicial Registrar Conidi,S ECI 2021 02572
26-11-2021,Justice McMillan,S PRB 2016 21063
26-11-2021,Judicial Registrar Keith,S PRB 2015 04942
26-11-2021,Judicial Registrar Keith,S PRB 2021 05543
26-11-2021,Judicial Registrar Keith,S PRB 2021 09468
26-11-2021,Judicial Registrar Keith,S PRB 2021 10042
26-11-2021,Judicial Registrar Keith,S PRB 2021 11206
26-11-2021,Justice Riordan,S ECI 2021 00036
26-11-2021,Justice Riordan,S ECI 2020 03826
26-11-2021,Justice Riordan,S ECI 2021 03829
26-11-2021,Justice Connock,S ECI 2021 02661
26-11-2021,Justice Connock,S CI 2018 02183
26-11-2021,Justice Connock,S ECI 2019 04730
26-11-2021,Justice Connock,S ECI 2020 01705
26-11-2021,Justice Connock,S ECI 2021 00488
26-11-2021,Justice Connock,S ECI 2021 03981
26-11-2021,Justice Connock,S ECI 2021 03982
26-11-2021,Justice Connock,S ECI 2020 04194
26-11-2021,Justice Connock,S ECI 2020 04771
26-11-2021,Justice Lyons,S ECI 2021 04222
26-11-2021,Justice Lyons,S ECI 2020 02678
26-11-2021,Justice Lyons,S ECI 2019 02906
26-11-2021,Justice Lyons,S ECI 2020 03851
26-11-2021,Justice Lyons,S ECI 2019 02254
26-11-2021,Justice Nichols,S ECI 2020 04339
26-11-2021,Justice Delany,S ECI 2020 02631
26-11-2021,Justice Delany,S CI 2017 03894
26-11-2021,Justice Delany,S ECI 2021 01044
26-11-2021,Justice Delany,S ECI 2021 02133
26-11-2021,Justice Delany,S ECI 2020 03586
26-11-2021,Justice Delany,S ECI 2021 03785
26-11-2021,Justice Stynes,S ECI 2018 00031
26-11-2021,Justice M Osborne,S ECI 2018 00375
26-11-2021,Justice M Osborne,S ECI 2020 04686
26-11-2021,Justice M Osborne,S ECI 2021 01297
26-11-2021,Justice M Osborne,S ECI 2021 03766
26-11-2021,Justice M Osborne,S ECI 2021 04043
26-11-2021,Justice M Osborne,S ECI 2020 00447
26-11-2021,Justice M Osborne,S ECI 2020 00448
26-11-2021,Justice M Osborne,S ECI 2020 00449
26-11-2021,Justice M Osborne,S ECI 2020 00487
26-11-2021,Justice M Osborne,S ECI 2021 00232
26-11-2021,Justice Button,S ECI 2021 01541
26-11-2021,Justice Button,S ECI 2021 03513
26-11-2021,Justice Button,S ECI 2021 03515
26-11-2021,Justice Button,S ECI 2021 03517
26-11-2021,Justice Garde,S ECI 2020 03973
26-11-2021,Justice Garde,S ECI 2020 00450
26-11-2021,Justice Garde,S ECI 2020 00450
26-11-2021,Associate Justice Efthim,S ECI 2021 03934
26-11-2021,Associate Justice Efthim,S ECI 2021 03988
26-11-2021,Associate Justice Efthim,S ECI 2021 04128
26-11-2021,Associate Justice Efthim,S ECI 2021 04238
26-11-2021,Associate Justice Efthim,S ECI 2021 04367
26-11-2021,Associate Justice Gardiner,S ECI 2020 04770
26-11-2021,Associate Justice Gardiner,S ECI 2021 00819
26-11-2021,Judicial Registrar Steffensen,S ECI 2021 03684
26-11-2021,Judicial Registrar Woronczak,S ECI 2021 02328
26-11-2021,Associate Justice Matthews,S ECI 2021 04315
26-11-2021,Associate Justice Matthews,S ECI 2019 04099
26-11-2021,Associate Justice Matthews,S ECI 2019 04099
26-11-2021,Associate Justice Matthews,S ECI 2020 02772
26-11-2021,Associate Justice Matthews,S ECI 2020 03105
26-11-2021,Associate Justice Matthews,S ECI 2020 04546
29-11-2021,"Justice Priest, Justice T. Forrest, Justice Walker",S EAPCR 2021 0135
29-11-2021,"Justice Priest, Justice Kyrou, Justice Whelan",S EAPCR 2021 0150
29-11-2021,"Justice Priest, Justice Kyrou, Justice Whelan",S EAPCR 2021 0150
29-11-2021,"Justice Priest, Justice Kyrou, Justice Whelan",S EAPCR 2021 0150
29-11-2021,"Justice Beach, Justice Kaye, Justice Niall",S EAPCI 2021 0120
29-11-2021,"Justice Beach, Justice Kaye, Justice Niall",S EAPCI 2021 0120
29-11-2021,Justice Croucher,S ECR 2019 0213
29-11-2021,Justice Croucher,S ECR 2019 0213
29-11-2021,Justice Jane Dixon,S ECR 2020 0180
29-11-2021,Justice Taylor,S ECR 2019 0229
29-11-2021,Justice Taylor,S ECR 2019 0230
29-11-2021,Justice Taylor,S ECR 2020 0168
29-11-2021,Justice Tinney,S ECR 2019 0212
29-11-2021,Justice Coghlan,S CR 2017 0173
29-11-2021,Justice Lasry,S ECR 2021 0305
29-11-2021,Justice Lasry,S ECR 2021 0308
29-11-2021,Judicial Registrar Freeman,S ECR 2021 0090
29-11-2021,Judicial Registrar Tueno,S ECR 2021 0058
29-11-2021,Judicial Registrar Tueno,S ECR 2021 0066
29-11-2021,Justice Moore,S ECI 2019 00898
29-11-2021,Justice Gorton,S CI 2018 00778
29-11-2021,Justice O'Meara,S ECI 2020 04532
29-11-2021,Judicial Registrar Keith,S ECI 2021 03313
29-11-2021,Justice McDonald,S ECI 2021 04450
29-11-2021,Justice Connock,S ECI 2021 03461
29-11-2021,Justice M Osborne,S CI 2016 02974
29-11-2021,Associate Justice Efthim,S ECI 2021 04367
29-11-2021,Associate Justice Hetyey,S ECI 2021 02368
29-11-2021,Associate Justice Irving,S ECI 2021 01796
29-11-2021,Judicial Registrar Caporale,S ECI 2020 04711
29-11-2021,Judicial Registrar Caporale,S ECI 2020 04711
29-11-2021,Judicial Registrar Conidi,S ECI 2021 04127
29-11-2021,Costs Registrar Van den Berg,S ECI 2020 01074
29-11-2021,Associate Justice Efthim,S ECI 2020 03422
29-11-2021,Associate Justice Ierodiaconou,S ECI 2021 03087
29-11-2021,Associate Justice Hetyey,S ECI 2019 01637
29-11-2021,Deputy Prothonotary Konstantopoulos,S ECI 2021 03486
30-11-2021,Justice R Osborn,S APCR 2016 0142
30-11-2021,Justice R Osborn,S EAPCR 2020 0211
30-11-2021,"Justice Kyrou, Justice Kennedy",S EAPCR 2020 0225
30-11-2021,"Justice Beach, Justice R Osborn, Justice Forbes",S EAPCI 2021 0018
30-11-2021,"Justice Beach, Justice R Osborn, Justice Forbes",S EAPCI 2021 0018
30-11-2021,Justice Niall,S ECR 2021 0135
30-11-2021,Justice Beale,S ECR 2021 0322
30-11-2021,Justice Jane Dixon,S ECR 2020 0180
30-11-2021,Justice Taylor,S ECR 2020 0168
30-11-2021,Justice Tinney,S ECR 2019 0212
30-11-2021,Justice Coghlan,S CR 2017 0173
30-11-2021,Justice Lasry,S ECR 2021 0210
30-11-2021,Justice Hollingworth,S ECI 2021 03214
30-11-2021,Justice McMillan,S ECI 2021 01550
30-11-2021,Justice Richards,S ECI 2021 00311
30-11-2021,Justice Moore,S ECI 2019 00898
30-11-2021,Justice Gorton,S ECI 2019 03738
30-11-2021,Justice Gorton,S ECI 2019 04417
30-11-2021,Justice Gorton,S CI 2018 00778
30-11-2021,Justice J Forrest,S ECI 2020 04311
30-11-2021,Judicial Registrar Englefield,S ECI 2020 01938
30-11-2021,Judicial Registrar Englefield,S ECI 2021 02392
30-11-2021,Judicial Registrar Englefield,S ECI 2020 01051
30-11-2021,Judicial Registrar Englefield,S ECI 2020 04335
30-11-2021,Judicial Registrar Englefield,S ECI 2020 04605
30-11-2021,Judicial Registrar Englefield,S ECI 2020 04703
30-11-2021,Judicial Registrar Englefield,S ECI 2021 01119
30-11-2021,Judicial Registrar Englefield,S ECI 2021 01525
30-11-2021,Judicial Registrar Englefield,S ECI 2021 03760
30-11-2021,Judicial Registrar Keith,S ECI 2021 00708
30-11-2021,Judicial Registrar Keith,S ECI 2021 01462
30-11-2021,Judicial Registrar Keith,S ECI 2020 04406
30-11-2021,Judicial Registrar Keith,S ECI 2021 00351
30-11-2021,Judicial Registrar Keith,S ECI 2021 03252
30-11-2021,Judicial Registrar Keith,S ECI 2021 03719
30-11-2021,Judicial Registrar Keith,S ECI 2021 04028
30-11-2021,Judicial Registrar Keith,S ECI 2021 04078
30-11-2021,Judicial Registrar Keith,S ECI 2021 04078
30-11-2021,Judicial Registrar Keith,S ECI 2021 04158
30-11-2021,Justice McDonald,S ECI 2021 04450
30-11-2021,Justice McDonald,S ECI 2021 01527
30-11-2021,Justice McDonald,S ECI 2021 04204
30-11-2021,Justice Forbes,S PRB 2019 19425
30-11-2021,Justice Sloss,S ECI 2020 03612
30-11-2021,Justice Sloss,S ECI 2020 03612
30-11-2021,Justice Sloss,S ECI 2020 03612
30-11-2021,Justice Nichols,S ECI 2017 00190
30-11-2021,Justice Nichols,S ECI 2019 01225
30-11-2021,Justice Attiwill,S ECI 2021 02624
30-11-2021,Associate Justice Hetyey,S ECI 2020 03674
30-11-2021,Judicial Registrar Caporale,S ECI 2021 02512
30-11-2021,Judicial Registrar Caporale,S ECI 2021 02796
30-11-2021,Judicial Registrar Caporale,S ECI 2021 02931
30-11-2021,Judicial Registrar Keith,S ECI 2021 03437
30-11-2021,Judicial Registrar Keith,S ECI 2021 03437
30-11-2021,Associate Justice Efthim,S ECI 2021 02953
30-11-2021,Associate Justice Matthews,S ECI 2020 00328
30-11-2021,Associate Justice Irving,S ECI 2021 00547
30-11-2021,Associate Justice Irving,S ECI 2020 03669
30-11-2021,Associate Justice Irving,S ECI 2020 03669
30-11-2021,Deputy Prothonotary Genovese,S ECI 2021 02881
01-12-2021,Judicial Registrar McCann,S EAPCR 2021 0079
01-12-2021,"Justice Beach, Justice Kaye, Justice Forbes",S EAPCI 2021 0060
01-12-2021,"Justice Beach, Justice Kaye, Justice Forbes",S EAPCI 2021 0060
01-12-2021,Justice Hollingworth,S ECR 2021 0301
01-12-2021,Justice Hollingworth,S ECR 2021 0312
01-12-2021,Justice Hollingworth,S ECR 2021 0045
01-12-2021,Justice Croucher,S CI 2017 01408
01-12-2021,Justice Incerti,S ECR 2019 0243
01-12-2021,Justice Jane Dixon,S ECR 2020 0180
01-12-2021,Justice Jane Dixon,S CR 2016 0132
01-12-2021,Justice Taylor,S ECR 2019 0170
01-12-2021,Justice Taylor,S ECR 2020 0168
01-12-2021,Justice Tinney,S ECR 2019 0212
01-12-2021,Justice Fox,S ECR 2021 0037
01-12-2021,Justice Coghlan,S CR 2017 0173
01-12-2021,Justice Lasry,S ECR 2021 0318
01-12-2021,Judicial Registrar Freeman,S ECR 2020 0306
01-12-2021,Judicial Registrar Freeman,S ECR 2021 0336
01-12-2021,Judicial Registrar Freeman,S ECR 2021 0303
01-12-2021,Judicial Registrar Tueno,S ECR 2020 0371
01-12-2021,Justice Niall,S ECI 2020 04355
01-12-2021,Justice Moore,S ECI 2019 00898
01-12-2021,Justice Forbes,S ECI 2018 01481
01-12-2021,Justice Forbes,S ECI 2018 01481
01-12-2021,Justice Forbes,S ECI 2018 02123
01-12-2021,Justice Forbes,S ECI 2018 02124
01-12-2021,Justice Forbes,S ECI 2020 01187
01-12-2021,Justice Gorton,S CI 2018 00778
01-12-2021,Justice Gorton,S CI 2018 00778
01-12-2021,Justice O'Meara,S ECI 2018 00285
01-12-2021,Judicial Registrar Englefield,S ECI 2020 04004
01-12-2021,Judicial Registrar Baker,S ECI 2020 01807
01-12-2021,Judicial Registrar Baker,S ECI 2020 01250
01-12-2021,Judicial Registrar Baker,S ECI 2020 04761
01-12-2021,Justice Richards,S ECI 2021 03594
01-12-2021,Justice Richards,S ECI 2021 03594
01-12-2021,Justice Forbes,S PRB 2019 19425
01-12-2021,Justice Riordan,S ECI 2021 00943
01-12-2021,Justice Lyons,S ECI 2021 03963
01-12-2021,Justice Nichols,S ECI 2017 00190
01-12-2021,Justice Nichols,S ECI 2019 01225
01-12-2021,Justice M Osborne,S ECI 2020 04587
01-12-2021,Justice Attiwill,S ECI 2021 03329
01-12-2021,Justice Attiwill,S ECI 2020 03554
01-12-2021,Associate Justice Efthim,S ECI 2021 04238
01-12-2021,Associate Justice Gardiner,S ECI 2021 03635
01-12-2021,Associate Justice Hetyey,S ECI 2020 03674
01-12-2021,Judicial Registrar Caporale,S ECI 2021 01319
01-12-2021,Judicial Registrar Steffensen,S ECI 2021 03116
01-12-2021,Judicial Registrar Steffensen,S ECI 2021 03483
01-12-2021,Judicial Registrar Steffensen,S ECI 2021 03692
01-12-2021,Judicial Registrar Steffensen,S ECI 2021 03944
01-12-2021,Judicial Registrar Steffensen,S ECI 2021 03953
01-12-2021,Judicial Registrar Steffensen,S ECI 2021 03986
01-12-2021,Judicial Registrar Steffensen,S ECI 2021 03999
01-12-2021,Judicial Registrar Steffensen,S ECI 2021 04016
01-12-2021,Judicial Registrar Steffensen,S ECI 2021 04025
01-12-2021,Judicial Registrar Steffensen,S ECI 2021 04026
01-12-2021,Judicial Registrar Steffensen,S ECI 2021 04057
01-12-2021,Judicial Registrar Steffensen,S ECI 2021 04059
01-12-2021,Judicial Registrar Steffensen,S ECI 2021 03116
01-12-2021,Judicial Registrar Woronczak,S ECI 2021 02010
01-12-2021,Judicial Registrar Woronczak,S ECI 2021 02455
01-12-2021,Judicial Registrar Woronczak,S ECI 2021 02880
01-12-2021,Judicial Registrar Woronczak,S ECI 2021 03223
01-12-2021,Judicial Registrar Woronczak,S ECI 2021 03613
01-12-2021,Judicial Registrar Woronczak,S ECI 2021 03626
01-12-2021,Judicial Registrar Woronczak,S ECI 2021 03630
01-12-2021,Judicial Registrar Woronczak,S ECI 2021 03656
01-12-2021,Judicial Registrar Woronczak,S ECI 2021 03765
01-12-2021,Judicial Registrar Woronczak,S ECI 2021 03893
01-12-2021,Judicial Registrar Woronczak,S ECI 2021 03956
01-12-2021,Judicial Registrar Woronczak,S ECI 2021 04027
01-12-2021,Judicial Registrar Woronczak,S ECI 2021 04054
01-12-2021,Judicial Registrar Woronczak,S ECI 2021 03656
01-12-2021,Costs Registrar Walton,S ECI 2021 03891
01-12-2021,Costs Registrar Van den Berg,S ECI 2021 03352
01-12-2021,Associate Justice Efthim,S CI 2016 04019
02-12-2021,"Justice Kyrou, Justice T. Forrest",S EAPCR 2020 0179
02-12-2021,"Justice Emerton, Justice R. Osborn",S EAPCR 2020 0045
02-12-2021,Judicial Registrar McCann,S EAPCR 2020 0053
02-12-2021,Justice Beale,S ECR 2021 0132
02-12-2021,Justice Jane Dixon,S ECR 2020 0180
02-12-2021,Justice Taylor,S ECR 2020 0168
02-12-2021,Justice Tinney,S ECR 2019 0212
02-12-2021,Justice Tinney,S ECR 2021 0175
02-12-2021,Justice Fox,S ECR 2021 0227
02-12-2021,Justice Fox,S ECR 2021 0227
02-12-2021,Justice Fox,S CR 2021 0345
02-12-2021,Justice Coghlan,S CR 2017 0173
02-12-2021,Justice Lasry,S ECR 2021 0307
02-12-2021,Justice Lasry,S ECR 2021 0150
02-12-2021,Judicial Registrar Freeman,S ECR 2021 0156
02-12-2021,Judicial Registrar Tueno,S ECR 2021 0328
02-12-2021,Justice John Dixon,S ECI 2020 03402
02-12-2021,Justice John Dixon,S ECI 2020 03598
02-12-2021,Justice Keogh,S ECI 2021 04235
02-12-2021,Justice Gorton,S CI 2018 00778
02-12-2021,Justice J Forrest,S ECI 2020 04311
02-12-2021,Judicial Registrar Englefield,S ECI 2019 01615
02-12-2021,Judicial Registrar Englefield,S ECI 2021 02134
02-12-2021,Justice Forbes,S PRB 2019 19425
02-12-2021,Justice Riordan,S CI 2012 03857
02-12-2021,Justice Riordan,S ECI 2021 04051
02-12-2021,Justice Nichols,S ECI 2017 00190
02-12-2021,Justice Nichols,S ECI 2019 01225
02-12-2021,Justice Nichols,S ECI 2020 04339
02-12-2021,Justice Stynes,S ECI 2020 03523
02-12-2021,Justice Attiwill,S ECI 2021 01012
02-12-2021,Justice Attiwill,S ECI 2021 01025
02-12-2021,Justice Croft,S ECI 2021 03295
02-12-2021,Associate Justice Hetyey,S ECI 2021 00771
02-12-2021,Associate Justice Hetyey,S ECI 2021 00772
02-12-2021,Associate Justice Hetyey,S ECI 2021 02503
02-12-2021,Associate Justice Irving,S ECI 2021 02162
02-12-2021,Judicial Registrar Irving,S ECI 2021 02162
02-12-2021,Judicial Registrar Caporale,S ECI 2021 02512
02-12-2021,Judicial Registrar Caporale,S ECI 2021 03508
02-12-2021,Judicial Registrar Steffensen,S ECI 2020 03451
02-12-2021,Judicial Registrar Steffensen,S ECI 2021 02512
02-12-2021,Judicial Registrar Steffensen,S ECI 2021 03722
02-12-2021,Judicial Registrar Steffensen,S ECI 2020 04250
02-12-2021,Judicial Registrar Steffensen,S ECI 2021 02252
02-12-2021,Judicial Registrar Steffensen,S ECI 2021 02503
02-12-2021,Judicial Registrar Steffensen,S ECI 2021 02893
02-12-2021,Judicial Registrar Conidi,S ECI 2021 02490
02-12-2021,Costs Registrar Van den Berg,S ECI 2020 01074
02-12-2021,Associate Justice Efthim,S ECI 2021 03803
02-12-2021,Associate Justice Matthews,S ECI 2021 02951
02-12-2021,Associate Justice Matthews,S ECI 2021 03057
02-12-2021,Associate Justice Matthews,S ECI 2021 03177
02-12-2021,Associate Justice Matthews,S ECI 2021 03239
